,nombreh_id,comentario,p_puntuacion,p_fecha_comen
2819,Sheraton Quito Hotel,"Excellent I like the staff es the best , the person who clean the room very good the bottoms, the people at the door excellent, all the staff well training.
thanks for all your love",5.0,2022-05-30
2820,Sheraton Quito Hotel,Excellent The staff is fantastic ,5.0,2022-05-21
2821,Sheraton Quito Hotel,Good ,4.0,2022-05-05
2822,Casa Gangotena,Terrible I tried to cancel an airport pick up 4 days in advance and was declined. Still had to pay $100.00 for a &30.00 cab ride.,1.0,2022-10-24
2823,Casa Gangotena,Excellent I have stayed at places all over the world. This Hotel is top of the food chain.you can ask them for anything they find away to get it done. This place on all levels is a 10. ,5.0,2022-09-23
2824,Casa Gangotena,Excellent This Hotel is phenomenal. Perfectly located in the heart of Quito historic district. Hotel is fully renovated and staff is very friendly. Food in the restaurant is delicious. Café quiteño experience between 4-6pm at the lobby area is great!,5.0,2022-07-16
2825,Casa Gangotena,"Excellent The stay was incredible! The staff was extremely attentive and helpful. The breakfast and dinner were great, the room was clean and nice and we got a lovey bottle of champagne in our room with a nice card. The garden area in the hotel as well as the roof top view were fantastic.",5.0,2022-05-29
2826,Casa Gangotena,Good Best place in town,4.0,2022-02-02
2827,Casa Gangotena,Excellent Everything about our stay was wonderful! Casa Gangotena used to be a mansion and it is beautiful! The service was top notch. Everyone from valet to front desk to the restaurant was sooo nice and helpful. The food at the restaurant we good as well. I know it’s on the pricier side compared to other hotels but if you are looking for a beautiful place to stay with great service look no further. ,5.0,2022-01-31
2828,Casa Gangotena,Excellent Beautiful Colonial and elegant.  Location amazing!! Staff Amazing!! Never said No!!!,5.0,2022-01-29
2829,Casa Gangotena,Good ,4.0,2022-01-18
2830,Casa Gangotena,Excellent ,5.0,2021-12-12
2831,Casa Gangotena,"Excellent Great location , great rooms and great service ",5.0,2021-10-23
2832,Hotel Dann Carlton Quito,Terrible Sucia la habitación ,1.0,2022-10-13
2833,Hotel Dann Carlton Quito,Terrible Estuve 2 noches; la primera los dispensadores de shampoo y jabon líquido vacíos y la cafetera no funcionaba; la segunda noche terrible sucia mi habitación; llena de cabellos en el baño y la alfombra ….. I stayed 2 nights;  the first the empty shampoo and liquid soap dispensers and the coffee maker did not work;  the second night terrible dirty my room;  full of hair in the bathroom and the carpet,1.0,2022-10-11
2834,Hotel Dann Carlton Quito,"Excellent Buen hotel bien cuidado, excelente desayuno. Quizás deben mejorar un poco el estado de las duchas.",5.0,2022-10-08
2835,Hotel Dann Carlton Quito,Excellent ,5.0,2022-10-05
2836,Hotel Dann Carlton Quito,"Excellent Nice hotel, staff was super friendly and always available.
",5.0,2022-10-03
2837,Hotel Dann Carlton Quito,Good ,4.0,2022-10-03
2838,Hotel Dann Carlton Quito,Excellent ,5.0,2022-10-02
2839,Hotel Dann Carlton Quito,"Okay Overall, the hotel is nice and located in a good area. I didn't like the fact that I couldn't control the air conditioning from my room, I had to call and ask to turn on/off the air conditioning. Also, the shower would constantly go from cold to hot water during a shower. I have stayed at this hotel before, I didn't have these issues. I hope they get them taken care of. ",3.0,2022-09-30
2840,Hotel Dann Carlton Quito,Excellent Friendly staff ,5.0,2022-09-26
2841,Hotel Dann Carlton Quito,Excellent ,5.0,2022-09-24
2842,"Le Parc Hotel, Beyond Stars",Good It’s very clean. Rooms are up to date. Highly recommend staying at this property. Little construction being done around the area.,4.0,2022-10-10
2843,"Le Parc Hotel, Beyond Stars",Excellent This hotel was beautiful! I think it is the prettiest hotel I've ever stayed at with wonderful views of the city. It was also within waking distance to cool restaurants. The staff was all very helpful and friendly. I loved it!,5.0,2022-10-04
2844,"Le Parc Hotel, Beyond Stars",Okay A nice place. There was an disagreeable smell in the elevators and too much air freshener being used. ,3.0,2022-09-25
2845,"Le Parc Hotel, Beyond Stars",Excellent The hotel location was great. The hotel was exceptional & would definitely stay here again. Everyone was very courteous & attentive. ,5.0,2022-08-19
2846,"Le Parc Hotel, Beyond Stars","Excellent Everything was great. Front desk got us excellent private tour guides within five minutes. Alex, the bartender was very friendly and hospitable. The location was wonderful. Highly recommend this hotel. ",5.0,2022-08-13
2847,"Le Parc Hotel, Beyond Stars","Poor Although the rooms are beautiful they should warn you when you book that there is a construction going on to expand the hotel, construction that is in very early stages. The noise early in the morning was an impediment to rest properly, also the windows are paper thin and you can hear everything from the rooftop (music, people laughing) I also went to the spa and got a lymphatic massage which was pretty good. I got an express facial which consisted on my routine at night time!!! Cleanser, tonic, mask and moisturizer. I got a body scrub which was a complete joke as well. I got room service for all my breakfasts and one dinner and it was quick and fantastic. See more",2.0,2022-07-26
2848,"Le Parc Hotel, Beyond Stars",Good ,4.0,2022-07-19
2849,"Le Parc Hotel, Beyond Stars","Excellent buena ubicación para caminar, pero si tiene vehículo puede ser muy complicado",5.0,2022-07-11
2850,"Le Parc Hotel, Beyond Stars",Okay Bathroom needs to be more clean… the ceiling has moho.,3.0,2022-06-16
2851,"Le Parc Hotel, Beyond Stars","Excellent Great location, beautiful room.  The only negative was the construction going on.  Started too early and was very loud.",5.0,2022-06-12
2852,Hotel Reina Isabel,Excellent ,5.0,2022-10-30
2853,Hotel Reina Isabel,Excellent ,5.0,2022-10-04
2854,Hotel Reina Isabel,Excellent ,5.0,2022-10-01
2855,Hotel Reina Isabel,Excellent The jacuzzi was the best part!,5.0,2022-09-16
2856,Hotel Reina Isabel,Excellent What a wonderful hotel!  Located right outside the historic district.  Staff was so helpful and pleasant.  Hotel Restaurant was excellent.  Highly recommend it for couples or family.  The gym was beyond equipped to stay fit on your stay.  Overall perfect hotel for the price.,5.0,2022-09-11
2857,Hotel Reina Isabel,Excellent Excelente servicios y muy profesionales el desayuno excelente Daisy Alex y Juan Carlos todo fue de maravilla la housekeeping excelente recomendado para una semana maravillosa ,5.0,2022-09-11
2858,Hotel Reina Isabel,Excellent Excelente ubicación.  Lss facilidades son muy bonitas y están en excelente estado.,5.0,2022-09-10
2859,Hotel Reina Isabel,"Excellent Arrived late at 2:30am and was surprised with a beautiful King size Suite room on the 7th floor.  The Hotel is modern, loved the bathroom with rain shower, Service staff,  Security and amenities breakfast are always very good. Recommend without hesitation and this was the second time i choose Reina Isabel. Thank you",5.0,2022-06-20
2860,Hotel Reina Isabel,Excellent ,5.0,2022-06-08
2861,Hotel Reina Isabel,Excellent ,5.0,2022-06-05
2862,Hotel Finlandia,Okay It was ok,3.0,2022-10-25
2863,Hotel Finlandia,Good .,4.0,2022-10-22
2864,Hotel Finlandia,Good ,4.0,2022-10-19
2865,Hotel Finlandia,Excellent Excelente atención,5.0,2022-10-09
2866,Hotel Finlandia,Poor No internet!,2.0,2022-09-26
2867,Hotel Finlandia,"Okay Why do staff need to have walkie talkies so dang loud.  Maids, security...don't try to sleep in.  Good grief",3.0,2022-09-07
2868,Hotel Finlandia,Excellent EXCELENTE,5.0,2022-09-05
2869,Hotel Finlandia,"Excellent Great location and wonderful staff. Good breakfast too. I would stay here again. It can be slightly noisy from other guests in the main areas, but traffic noise and noise from other rooms was really minimal. I'm a light sleeper and slept fine.",5.0,2022-08-31
2870,Hotel Finlandia,Excellent excelent,5.0,2022-08-26
2871,Hotel Finlandia,Excellent Hotel Filandia is a great hotel. Our room was spacious and nice. The breakfast was tasty with many delicious options. The staff was courteous and very helpful. The location is great. It is one block away from parque La Carolina which is beautiful. There are many restaurants and cafes  close by. It was a great stay and I fully recommend this hotel! ,5.0,2022-08-19
2872,Wyndham Garden Quito,Excellent The location is excelent.,5.0,2022-09-23
2873,Wyndham Garden Quito,Excellent .,5.0,2022-09-20
2874,Wyndham Garden Quito,"Excellent Located close to Carolina Park, the place is beautiful and the view from my room was amazing ",5.0,2022-08-19
2875,Wyndham Garden Quito,"Excellent Steam room, sauna, pool, great restaurant, attentive staff…one of the best hotels we have visited and we have traveled to 30 countries and 44 states.   It’s a wonderful hotel!",5.0,2022-08-07
2876,Wyndham Garden Quito,Excellent Things were okay. ,5.0,2022-08-01
2877,Wyndham Garden Quito,Excellent So happy to be served by such a friendly employees!,5.0,2022-07-30
2878,Wyndham Garden Quito,Excellent Excellent and very good price,5.0,2022-07-07
2879,Wyndham Garden Quito,Excellent ,5.0,2022-06-24
2880,Wyndham Garden Quito,"Excellent Very convenience location, all staff service and attention so great.",5.0,2022-06-18
2881,Wyndham Garden Quito,Okay ,3.0,2022-06-14
2882,"Old Town Quito Suites, Apartments & Boutique hotel","Excellent This is a beautiful hotel. I highly recommend this to any traveler looking for a bit of relaxation in a busy city. The space is beautifully decorated and very clean. The little touches like fresh bread every morning, stocked fridge and coffee make the space special. The staff and owner, Joz, Edison, Jhon and Dirk, are lovely people and incredibly kind. Very communicate and offer great suggestions where to visit and eat. Next time I visit, I will definitely stay here again. ",5.0,2022-10-27
2883,"Old Town Quito Suites, Apartments & Boutique hotel",Excellent Yo ha viajado mucho los pasados 20 años. Old Town Quito Hotel es el mejor apartamento que ha tenido. Cada vez que regreso al Quito voy quedar en Oid Town Quito Hotel. Excelente y extrodinario!,5.0,2022-10-23
2884,"Old Town Quito Suites, Apartments & Boutique hotel",Excellent Staff wee so friendly and made sure everything was good and smooth. Room was very very large and comfortable and full breakfast ingredients were also provided to cook in the kitchen.,5.0,2022-09-29
2885,"Old Town Quito Suites, Apartments & Boutique hotel",Excellent Excelente ubicación. Una estructura antigua hermosa y el trato del staff a otro nivel. Definitivamente volvemos!,5.0,2022-09-13
2886,"Old Town Quito Suites, Apartments & Boutique hotel",Excellent Superb hotel and 5-star customer service! ,5.0,2022-08-28
2887,"Old Town Quito Suites, Apartments & Boutique hotel",Excellent Very nice and attentive staff. Great breakfast options. ,5.0,2022-06-10
2888,"Old Town Quito Suites, Apartments & Boutique hotel",Excellent Spacious well equipped suite with separate living room and kitchen in beautifully restored building next to the historic centre. A very comfortable base for exploring Quito at a reasonable price. ,5.0,2022-05-16
