,nombreh_id,comentario,fechac
5236,Residential in downtown Loja,Conveniently located,2022-08-01
5237,Residential in downtown Loja,"Excellent place to stay, highly recommended and central.",2022-08-01
5238,Residential in downtown Loja,"I am amazed at the excellent service and hospitality. If I go back to Loja, I will definitely come back here.",2022-07-01
5239,New Luxury Apartment,👌,2022-01-01
5240,New Luxury Apartment,"nice apartment, highly recommended",2022-10-01
5241,New Luxury Apartment,"Beautiful, clean and well located",2022-10-01
5242,New Luxury Apartment,"Excellent place, ideal location, close to downtown and places to eat, very comfortable and very clean rooms",2022-10-01
5243,New Luxury Apartment,great place super recommended 👍,2022-09-01
5244,New Luxury Apartment,Great stay,2022-08-01
5245,New Luxury Apartment,"The location is good, it takes days to respond to messages. Unfortunately, on the day of departure, my travel companion was in the shower and the cabin door burst, causing her to cut parts of her body. We let the owner know, who never arrived. Only the mom came to tell us that we left, and that through the app her son was going to contact us, and then receive a message that they wanted to charge us for the shower cabin and without asking if my friend was okay!!!",2022-08-01
5246,Apartment 24 de Mayo Great Location!,boy very grateful for the kindness of my host all 10,2022-10-01
5247,Apartment 24 de Mayo Great Location!,"Excellent place, very cozy both by the host and the location of the apartment, a very good experience",2022-10-01
5248,Apartment 24 de Mayo Great Location!,"Excellent location, very comfortable, clean, the owners are very attentive to any requirement, 100% recommended",2022-09-01
5249,Apartment 24 de Mayo Great Location!,"Fernando is an excellent host, he is always attentive to his guests, the information is accurate and you feel the warmth of this stay even before you arrive, with all the information you receive. The apartment is comfortable, complete, clean, has a lot of light and a lot of home warmth, it is located in the best area of the city of Loja, you can walk to several restaurants and various options, parks among others, the building has its own parking lot, and is very safe.",2022-09-01
5250,"Room 3B: Good, Nice and Cheap. The best!","Very cozy, clean, well organized and practical. Located in an ECO-BARRIO.Very QUIET.CLOSE TO A PARK.VERY CHEAP.I'm not asking for more. THANK YOU",2022-10-01
5251,"Room 3B: Good, Nice and Cheap. The best!","very comfortable and comfortable place, the service is excellent, they are always attentive to any concerns.",2022-09-01
5252,"Room 3B: Good, Nice and Cheap. The best!","The place is not only good, beautiful and quiet, but the best part is that the accommodation is super cheap, I would like to come back for the price and for the excellent host service.",2022-09-01
5253,"Comfortable and safe, central. With parking.","Stylish home just minutes from all the nice attractions Loja has to offer. The hosts were attentive and  helpful, thanks for the lovely home away from home!",2021-12-01
5254,"Comfortable and safe, central. With parking.","Nice apartment, but hot water is not constant.",2021-10-01
5255,"Comfortable and safe, central. With parking.","This was a really nice Airbnb. Much better than the photos indicate. Probably the best we had in Ecuador so far. It was clean, spacious and had everything we needed. Would definitely book again!",2021-10-01
5256,"Comfortable and safe, central. With parking.",Excellent stay.,2022-10-01
5257,"Comfortable and safe, central. With parking.","nice apartment, great host and ugly and unsafe area and building",2022-10-01
5258,"Comfortable and safe, central. With parking.",A pleasant stay. I recommend it.,2022-10-01
5259,"Comfortable and safe, central. With parking.",Fast communication,2022-09-01
5260,"Comfortable and safe, central. With parking.","very cozy, recommended",2022-09-01
5261,"Comfortable and safe, central. With parking.","100% recommended. Very comfortable, clean, excellent location",2022-05-01
5262,"Comfortable and safe, central. With parking.",Caution with the gate to the parking lot exit.,2022-05-01
5263,"Comfortable and safe, central. With parking.","Great place,good location",2022-05-01
5264,"Comfortable and safe, central. With parking.",Amazing,2022-04-01
5265,"Comfortable and safe, central. With parking.","The place is very clean and new, however I came for work, I am an advisor of the National Education Commission and since I do not have another place for a meeting, due to scheduling issues, I decided to ask them to go to the apartment, they did not take more than an hour on the site and apparently from the call I received there were inconveniences, it was not okay, in addition to the camera of the entrance, despite understanding that they do it for security it seems to me that the privacy of the guest invades. In any case, I hope this message helps to be considered in the future.",2022-03-01
5266,"Comfortable and safe, central. With parking.",Excellent service and good service,2022-03-01
5267,"Quiet, warm and welcoming.","This place was very clean, with laundry and a rack for drying, and the shower takes no more than the usual careful balance to get it right. There was a slight mugginess, perhaps it does not see many people. It’s a true local spot, a tad rough around the edges (dogs barking although they are common only mostly outside the more developed areas) but you can walk to one of the coolest expat places I have seen, Gringo’s English Pub, in a neighborhood where the streets are named after famous scientists.",2022-06-01
5268,"Quiet, warm and welcoming.","very clean place, very big and the host is very polite.",2022-05-01
5269,"Quiet, warm and welcoming.",.,2021-09-01
5270,"Quiet, warm and welcoming.","Excellent service, 100% kindness. Just like at home. I would definitely stay here again.",2022-10-01
5271,"Quiet, warm and welcoming.","Excellent place, air-conditioned, and the host is a very nice person, the place is very clean, I thought the stay was very good.",2022-10-01
5272,"Quiet, warm and welcoming.","Comfortable place, good location, host concerned about giving good service and communication, ideal for work groups (our case) and family. 100% recommended",2022-10-01
5273,"Quiet, warm and welcoming.","The apartment is in a very quiet area, and is close to everything. One of its best aspects is the kindness and willingness to help the owner. It was an amazing stay",2022-09-01
5274,Vintage suite in the heart of Loja,Excellent recommended place.,2022-09-01
5275,Vintage suite in the heart of Loja,Excellent service and location. I recommend it,2022-09-01
5276,Vintage suite in the heart of Loja,Excellent service. I would come back again,2022-07-01
5277,Vintage suite in the heart of Loja,everything excellent,2022-07-01
5278,Vintage suite in the heart of Loja,excellent host,2022-06-01
5279,Vintage suite in the heart of Loja,"Excellent safe location, cozy apartment, quick response, and the very beautiful city is worth giving yourself those tastes.",2022-05-01
5280,Vintage suite in the heart of Loja,"Comfortable, great location and Vicente is an excellent host",2022-04-01
5281,"Casa ""La Pradera""",Very good service and the apartment is beautiful and very welcoming for families.,2022-10-01
5282,"Casa ""La Pradera""","Excellent location, communication was fast and they were always attentive to any need. We hope to be back soon.",2022-09-01
5283,"Casa ""La Pradera""","Everything was very good,we went with a family and the house is super comfortable. As a recommendation, I would put in a hair dryer. But the rest is very good.",2022-09-01
5284,"Casa ""La Pradera""",superb,2022-09-01
5285,"Casa ""La Pradera""","The space is super nice, comfortable, with an excellent view of the city, great attention from the hosts, they helped me with everything, they were very kind, it was a nice stay, I would definitely come back",2022-09-01
5286,"Casa ""La Pradera""",the sidewalk of the driveway is too high for some cars.,2022-08-01
5287,"Casa ""La Pradera""",comfortable and cozy,2022-08-01
5288,"Castellana House Loja, Suite-Epoch","While the kitchen was set up with everything needed to cook, we found that we would not return due to these 3 things:  the bed is definitely not comfortable  - it is hard and low to the ground, we let the shower run for 5 minutes and ended up taking very cold showers, the location is out of town up at the top of a steep hill.  We had reserved for two nights.",2022-10-01
5289,"Castellana House Loja, Suite-Epoch","There is a sewage/mildew smell at the kitchen. It's a basement apartment so you can't expect a healthy environment. There is no fresh air in the bedroom, the window is going into the storage room. The area is very remote, catching a taxi was not easy. The host provided incorrect wifi information that created a huge drama in the middle of the night. When I mentioned this to the host he said I should have figured it out myself and that it was my obligation to read the house rules, those are in Spanish. So if you're not a Spanish speaker you're not welcomed there. Stay away if you want a pleasant experience",2022-08-01
